elo_rating,time,model
1257.9044621870382,1713826455.891,gpt-4-turbo-2024-04-09
1253.30890337973,1713826455.891,gpt-4-1106-preview
1251.4128279052454,1713826455.891,claude-3-opus-20240229
1248.811750254035,1713826455.891,gemini-1.5-pro-api-0409-preview
1247.8921925617112,1713826455.891,gpt-4-0125-preview
1212.9552506550563,1713826455.891,llama-3-70b-instruct
1208.2075828001111,1713826455.891,bard-jan-24-gemini-pro
1201.4268268727042,1713826455.891,claude-3-sonnet-20240229
1191.7290203019859,1713826455.891,command-r-plus
1188.247810969109,1713826455.891,gpt-4-0314
1180.566248813766,1713826455.891,claude-3-haiku-20240307
1164.5185335081437,1713826455.891,gpt-4-0613
1157.7803833864057,1713826455.891,mistral-large-2402
1152.9752862451523,1713826455.891,qwen1.5-72b-chat
1150.3933075625705,1713826455.891,reka-flash-21b-20240226-online
1149.7905360300044,1713826455.891,claude-1
1147.8271526091546,1713826455.891,command-r
1147.5686317436578,1713826455.891,reka-flash-21b-20240226
1147.3429575880243,1713826455.891,mistral-medium
1147.0766157529126,1713826455.891,llama-3-8b-instruct
1259.4083552062887,1713221655.891,gpt-4-turbo-2024-04-09
1253.7933091268446,1713221655.891,gpt-4-1106-preview
1253.6045828044457,1713221655.891,claude-3-opus-20240229
1249.3228775118478,1713221655.891,gpt-4-0125-preview
1218.9427462982503,1713221655.891,gemini-1.5-pro-api-0409-preview
1208.1307748998208,1713221655.891,bard-jan-24-gemini-pro
1202.0217143648254,1713221655.891,claude-3-sonnet-20240229
1192.3078418279779,1713221655.891,command-r-plus
1188.3587424013251,1713221655.891,gpt-4-0314
1180.7659094066187,1713221655.891,claude-3-haiku-20240307
1175.5803305014736,1713221655.891,reka-flash-21b-20240226-online
1164.041476978643,1713221655.891,gpt-4-0613
1157.8188627447344,1713221655.891,mistral-large-2402
1152.5220372019253,1713221655.891,qwen1.5-72b-chat
1149.5924902732172,1713221655.891,claude-1
1147.6190154165263,1713221655.891,mistral-medium
1147.5808463378623,1713221655.891,command-r
1135.6097570546553,1713221655.891,qwen1.5-32b-chat
1135.3243997438417,1713221655.891,gemini-pro-dev-api
1130.8147167641773,1713221655.891,claude-2.0
1255.707700481571,1712616855.891,claude-3-opus-20240229
1253.6881668833955,1712616855.891,gpt-4-1106-preview
1249.869698574374,1712616855.891,gpt-4-0125-preview
1207.5878632475738,1712616855.891,bard-jan-24-gemini-pro
1202.8370219418125,1712616855.891,claude-3-sonnet-20240229
1194.6880227752652,1712616855.891,command-r-plus
1188.2867666965851,1712616855.891,gpt-4-0314
1180.6414122533165,1712616855.891,claude-3-haiku-20240307
1163.321643471271,1712616855.891,gpt-4-0613
1157.7692778274377,1712616855.891,mistral-large-2402
1152.2368034311826,1712616855.891,qwen1.5-72b-chat
1149.1444884961281,1712616855.891,claude-1
1148.0106970642087,1712616855.891,mistral-medium
1147.292537341732,1712616855.891,command-r
1137.3933833948438,1712616855.891,qwen1.5-32b-chat
1133.5605795294462,1712616855.891,gemini-pro-dev-api
1130.0656793701153,1712616855.891,claude-2.0
1125.823843443798,1712616855.891,mistral-next
1118.2159652155963,1712616855.891,gpt-3.5-turbo-0613
1118.1276371443346,1712616855.891,claude-2.1
1255.3920310014012,1712012055.891,claude-3-opus-20240229
1251.7783073978856,1712012055.891,gpt-4-1106-preview
1249.4602105215802,1712012055.891,gpt-4-0125-preview
1205.3039861566544,1712012055.891,bard-jan-24-gemini-pro
1199.9962394205124,1712012055.891,claude-3-sonnet-20240229
1186.1051084824346,1712012055.891,gpt-4-0314
1176.867048592358,1712012055.891,claude-3-haiku-20240307
1160.8510994681849,1712012055.891,gpt-4-0613
1157.1369056939911,1712012055.891,mistral-large-2402
1150.195650266704,1712012055.891,qwen1.5-72b-chat
1148.214572703074,1712012055.891,command-r
1146.9571539139547,1712012055.891,claude-1
1146.5256333389057,1712012055.891,mistral-medium
1129.549966106741,1712012055.891,gemini-pro-dev-api
1127.6715704463386,1712012055.891,claude-2.0
1123.8898436487118,1712012055.891,mistral-next
1119.1734345987234,1712012055.891,starling-lm-7b-beta
1116.2302149661703,1712012055.891,claude-2.1
1116.2095717713885,1712012055.891,qwen1.5-14b-chat
1115.9153327540512,1712012055.891,gpt-3.5-turbo-0613
1253.171219629403,1711407255.891,claude-3-opus-20240229
1250.3046231212954,1711407255.891,gpt-4-1106-preview
1247.8066590032784,1711407255.891,gpt-4-0125-preview
1202.8704825012328,1711407255.891,bard-jan-24-gemini-pro
1198.2083882401546,1711407255.891,claude-3-sonnet-20240229
1184.0737247748207,1711407255.891,gpt-4-0314
1178.440945099844,1711407255.891,claude-3-haiku-20240307
1158.2561135542085,1711407255.891,gpt-4-0613
1156.5176790216615,1711407255.891,mistral-large-2402
1147.3456334180432,1711407255.891,qwen1.5-72b-chat
1145.4418872398403,1711407255.891,mistral-medium
1145.0798202434094,1711407255.891,claude-1
1130.303046090594,1711407255.891,starling-lm-7b-beta
1125.643156146121,1711407255.891,claude-2.0
1123.3087191214586,1711407255.891,gemini-pro-dev-api
1121.9807231650766,1711407255.891,mistral-next
1114.8704770820987,1711407255.891,claude-2.1
1114.0,1711407255.891,mixtral-8x7b-instruct-v0.1
1113.8521389134758,1711407255.891,gpt-3.5-turbo-0613
1112.5525065951977,1711407255.891,command-r
1250.7182362534363,1710802455.891,gpt-4-1106-preview
1249.665571841925,1710802455.891,claude-3-opus-20240229
1248.441915277916,1710802455.891,gpt-4-0125-preview
1202.426095948169,1710802455.891,bard-jan-24-gemini-pro
1192.5697127918845,1710802455.891,claude-3-sonnet-20240229
1184.3444389263254,1710802455.891,gpt-4-0314
1171.1333442368593,1710802455.891,claude-3-haiku-20240307
1158.4972182622712,1710802455.891,gpt-4-0613
1155.640331377173,1710802455.891,mistral-large-2402
1146.035741113821,1710802455.891,qwen1.5-72b-chat
1144.9311377215913,1710802455.891,mistral-medium
1144.611667072183,1710802455.891,claude-1
1125.5047492690364,1710802455.891,claude-2.0
1122.8968145551373,1710802455.891,mistral-next
1120.1012445446906,1710802455.891,gemini-pro-dev-api
1114.973639767708,1710802455.891,claude-2.1
1114.0,1710802455.891,mixtral-8x7b-instruct-v0.1
1113.4989884693177,1710802455.891,gpt-3.5-turbo-0613
1109.9147541092436,1710802455.891,gemini-pro
1103.4313021820142,1710802455.891,claude-instant-1
1250.550726859053,1710197655.891,gpt-4-1106-preview
1248.871666244972,1710197655.891,gpt-4-0125-preview
1247.3176520890288,1710197655.891,claude-3-opus-20240229
1201.95026031711,1710197655.891,bard-jan-24-gemini-pro
1190.0818819774609,1710197655.891,claude-3-sonnet-20240229
1184.7576753015755,1710197655.891,gpt-4-0314
1159.0124249810206,1710197655.891,gpt-4-0613
1154.8914327831355,1710197655.891,mistral-large-2402
1145.9962506084237,1710197655.891,qwen1.5-72b-chat
1144.6435518339572,1710197655.891,mistral-medium
1144.1288906856284,1710197655.891,claude-1
1125.287845023202,1710197655.891,claude-2.0
1122.9217452981466,1710197655.891,mistral-next
1116.8695372923287,1710197655.891,gemini-pro-dev-api
1114.93954556495,1710197655.891,claude-2.1
1114.0,1710197655.891,mixtral-8x7b-instruct-v0.1
1113.004709335386,1710197655.891,gpt-3.5-turbo-0613
1109.7728661665149,1710197655.891,gemini-pro
1103.1290055650793,1710197655.891,claude-instant-1
1101.6250029529772,1710197655.891,wizardlm-70b
1248.9529573996072,1709592855.891,gpt-4-1106-preview
1247.6632534678913,1709592855.891,gpt-4-0125-preview
1238.4563056844759,1709592855.891,claude-3-opus-20240229
1200.8953327838856,1709592855.891,bard-jan-24-gemini-pro
1183.6554679396015,1709592855.891,gpt-4-0314
1173.168405299996,1709592855.891,claude-3-sonnet-20240229
1159.720249654061,1709592855.891,mistral-large-2402
1159.2707251380193,1709592855.891,gpt-4-0613
1144.898942416807,1709592855.891,mistral-medium
1144.4019164616625,1709592855.891,qwen1.5-72b-chat
1143.9439908627326,1709592855.891,claude-1
1124.4406034513183,1709592855.891,claude-2.0
1121.9919712616413,1709592855.891,mistral-next
1114.8849007858137,1709592855.891,gemini-pro-dev-api
1114.0,1709592855.891,mixtral-8x7b-instruct-v0.1
1113.985922876227,1709592855.891,claude-2.1
1112.1096344589182,1709592855.891,gpt-3.5-turbo-0613
1108.949407392344,1709592855.891,gemini-pro
1102.176799470873,1709592855.891,claude-instant-1
1100.7124516080414,1709592855.891,wizardlm-70b
1248.4703545029306,1708988055.891,gpt-4-0125-preview
1247.5786005766047,1708988055.891,gpt-4-1106-preview
1203.9240952577657,1708988055.891,bard-jan-24-gemini-pro
1183.536455881784,1708988055.891,gpt-4-0314
1180.089277337672,1708988055.891,mistral-large-2402
1158.3414008553289,1708988055.891,gpt-4-0613
1144.5608662037678,1708988055.891,mistral-medium
1143.1844158825543,1708988055.891,claude-1
1142.5266837837264,1708988055.891,qwen1.5-72b-chat
1123.576805935728,1708988055.891,claude-2.0
1121.3362381343059,1708988055.891,mistral-next
1114.0,1708988055.891,mixtral-8x7b-instruct-v0.1
1113.812802501762,1708988055.891,gemini-pro-dev-api
1113.657354555902,1708988055.891,claude-2.1
1111.3552495958668,1708988055.891,gpt-3.5-turbo-0613
1108.3301409900178,1708988055.891,gemini-pro
1101.9488525057805,1708988055.891,claude-instant-1
1100.1174627613402,1708988055.891,wizardlm-70b
1099.318943090089,1708988055.891,gpt-3.5-turbo-0314
1098.4914317192677,1708988055.891,yi-34b-chat
1247.5292418108688,1708383255.891,gpt-4-1106-preview
1247.1035114330089,1708383255.891,gpt-4-0125-preview
1208.0263474071387,1708383255.891,bard-jan-24-gemini-pro
1184.1071255072093,1708383255.891,gpt-4-0314
1157.6853718916468,1708383255.891,gpt-4-0613
1144.7130939637711,1708383255.891,mistral-medium
1142.6964591074939,1708383255.891,claude-1
1141.7652830131005,1708383255.891,qwen1.5-72b-chat
1131.3093324740967,1708383255.891,mistral-next
1123.763284210946,1708383255.891,claude-2.0
1114.0,1708383255.891,mixtral-8x7b-instruct-v0.1
1113.7337233714206,1708383255.891,gemini-pro-dev-api
1113.390791791318,1708383255.891,claude-2.1
1111.2081178961228,1708383255.891,gpt-3.5-turbo-0613
1108.1545098679399,1708383255.891,gemini-pro
1101.6230024112815,1708383255.891,claude-instant-1
1101.3267656382973,1708383255.891,yi-34b-chat
1099.5588507043456,1708383255.891,wizardlm-70b
1098.965418608565,1708383255.891,gpt-3.5-turbo-0314
1096.251158646089,1708383255.891,tulu-2-dpo-70b
1247.7637585074776,1707778455.891,gpt-4-1106-preview
1246.7265028554648,1707778455.891,gpt-4-0125-preview
1214.5883091930582,1707778455.891,bard-jan-24-gemini-pro
1184.3194640075399,1707778455.891,gpt-4-0314
1157.4191564457315,1707778455.891,gpt-4-0613
1144.9539987049059,1707778455.891,mistral-medium
1143.150582061396,1707778455.891,claude-1
1136.8558283340403,1707778455.891,qwen1.5-72b-chat
1125.2742999523869,1707778455.891,claude-2.0
1115.8695765141476,1707778455.891,gemini-pro-dev-api
1114.0,1707778455.891,mixtral-8x7b-instruct-v0.1
1113.7282563280462,1707778455.891,claude-2.1
1111.9381013541158,1707778455.891,gpt-3.5-turbo-0613
1108.5671432496283,1707778455.891,gemini-pro
1104.969767681332,1707778455.891,yi-34b-chat
1102.7931199073792,1707778455.891,claude-instant-1
1100.1836480677925,1707778455.891,wizardlm-70b
1099.5555020280726,1707778455.891,gpt-3.5-turbo-0314
1096.800690021497,1707778455.891,tulu-2-dpo-70b
1092.7708542915368,1707778455.891,gpt-3.5-turbo-0125
1248.717508051229,1707173655.891,gpt-4-1106-preview
1248.1554915980985,1707173655.891,gpt-4-0125-preview
1219.6748887557837,1707173655.891,bard-jan-24-gemini-pro
1184.8920677620688,1707173655.891,gpt-4-0314
1157.048848469427,1707173655.891,gpt-4-0613
1146.107718778936,1707173655.891,mistral-medium
1143.784581851613,1707173655.891,claude-1
1137.6216222407231,1707173655.891,qwen1.5-72b-chat
1126.2644372802176,1707173655.891,claude-2.0
1116.0411545021134,1707173655.891,gemini-pro-dev-api
1114.0802262947573,1707173655.891,claude-2.1
1114.0,1707173655.891,mixtral-8x7b-instruct-v0.1
1112.7442702244957,1707173655.891,gpt-3.5-turbo-0613
1109.2864950841652,1707173655.891,gemini-pro
1108.9627101055505,1707173655.891,yi-34b-chat
1103.9591302400909,1707173655.891,claude-instant-1
1101.0032696419003,1707173655.891,wizardlm-70b
1100.0492477951618,1707173655.891,gpt-3.5-turbo-0314
1098.6263799411292,1707173655.891,gpt-3.5-turbo-0125
1097.6308841715133,1707173655.891,tulu-2-dpo-70b
1251.1550095908915,1706568855.891,gpt-4-0125-preview
1245.4450548830619,1706568855.891,gpt-4-1106-preview
1220.4403349540223,1706568855.891,bard-jan-24-gemini-pro
1182.4645818166869,1706568855.891,gpt-4-0314
1154.2295567312917,1706568855.891,gpt-4-0613
1144.0083534420182,1706568855.891,mistral-medium
1141.7130113820836,1706568855.891,claude-1
1124.0372445857995,1706568855.891,claude-2.0
1114.0,1706568855.891,mixtral-8x7b-instruct-v0.1
1111.6410570264684,1706568855.891,gemini-pro-dev-api
1111.384410789037,1706568855.891,claude-2.1
1110.5635186864974,1706568855.891,gpt-3.5-turbo-0613
1107.0281479272812,1706568855.891,yi-34b-chat
1106.9430252595037,1706568855.891,gemini-pro
1101.8733256130154,1706568855.891,claude-instant-1
1098.9564103392042,1706568855.891,wizardlm-70b
1097.5936618593955,1706568855.891,gpt-3.5-turbo-0314
1095.9209949109268,1706568855.891,tulu-2-dpo-70b
1086.738616686638,1706568855.891,vicuna-33b
1080.0077948912253,1706568855.891,starling-lm-7b-alpha
1241.1862929138986,1705964055.891,gpt-4-1106-preview
1204.3776735123647,1705964055.891,bard-jan-24-gemini-pro
1179.4662211218404,1705964055.891,gpt-4-0314
1151.0994306688733,1705964055.891,gpt-4-0613
1140.066844131905,1705964055.891,mistral-medium
1138.5595600414501,1705964055.891,claude-1
1120.1838780708422,1705964055.891,claude-2.0
1114.0,1705964055.891,mixtral-8x7b-instruct-v0.1
1109.141513305797,1705964055.891,gemini-pro-dev-api
1108.7373641315119,1705964055.891,claude-2.1
1106.3236779251813,1705964055.891,gpt-3.5-turbo-0613
1103.7775780482932,1705964055.891,gemini-pro
1101.369079891399,1705964055.891,yi-34b-chat
1098.9215211438316,1705964055.891,claude-instant-1
1094.9863437127945,1705964055.891,wizardlm-70b
1094.2830982448058,1705964055.891,gpt-3.5-turbo-0314
1094.032415695488,1705964055.891,tulu-2-dpo-70b
1084.0122859159574,1705964055.891,vicuna-33b
1076.979424549842,1705964055.891,starling-lm-7b-alpha
1070.6231521872603,1705964055.891,llama-2-70b-chat
1239.54152402884,1705359255.891,gpt-4-1106-preview
1179.928260931831,1705359255.891,gpt-4-0314
1149.5139911364054,1705359255.891,gpt-4-0613
1138.2901762875738,1705359255.891,mistral-medium
1137.3710373731396,1705359255.891,claude-1
1118.6419427836731,1705359255.891,claude-2.0
1114.0,1705359255.891,mixtral-8x7b-instruct-v0.1
1108.751605767758,1705359255.891,gemini-pro-dev-api
1107.782012244397,1705359255.891,claude-2.1
1104.6460764853641,1705359255.891,gpt-3.5-turbo-0613
1102.785588108492,1705359255.891,gemini-pro
1099.2842796570887,1705359255.891,yi-34b-chat
1097.6037642645547,1705359255.891,claude-instant-1
1093.5942604713077,1705359255.891,tulu-2-dpo-70b
1093.4213026132122,1705359255.891,gpt-3.5-turbo-0314
1093.1654357968068,1705359255.891,wizardlm-70b
1082.5304694154845,1705359255.891,vicuna-33b
1076.4512838751386,1705359255.891,starling-lm-7b-alpha
1071.7307486645261,1705359255.891,llama2-70b-steerlm-chat
1068.8623131691568,1705359255.891,llama-2-70b-chat
1240.3834697716593,1704754455.891,gpt-4-1106-preview
1180.5003984379243,1704754455.891,gpt-4-0314
1150.2745237822962,1704754455.891,gpt-4-0613
1139.0017348004942,1704754455.891,mistral-medium
1138.5735463102376,1704754455.891,claude-1
1120.0907318259142,1704754455.891,claude-2.0
1114.0,1704754455.891,mixtral-8x7b-instruct-v0.1
1108.6046993436848,1704754455.891,claude-2.1
1108.0891345950722,1704754455.891,gemini-pro-dev-api
1106.1139570375008,1704754455.891,gpt-3.5-turbo-0613
1103.6891272307757,1704754455.891,gemini-pro
1100.1178010952149,1704754455.891,yi-34b-chat
1098.923543302472,1704754455.891,claude-instant-1
1095.2935611335745,1704754455.891,tulu-2-dpo-70b
1094.74121351353,1704754455.891,wizardlm-70b
1094.6259380246606,1704754455.891,gpt-3.5-turbo-0314
1083.4466643974217,1704754455.891,vicuna-33b
1081.061296221229,1704754455.891,starling-lm-7b-alpha
1068.954241483419,1704754455.891,openhermes-2.5-mistral-7b
1068.7367617969605,1704754455.891,llama-2-70b-chat
1241.2523129361105,1704149655.891,gpt-4-1106-preview
1182.0702012380877,1704149655.891,gpt-4-0314
1150.8390451595596,1704149655.891,gpt-4-0613
1138.7800472777005,1704149655.891,claude-1
1135.467644661417,1704149655.891,mistral-medium
1121.2840693132525,1704149655.891,claude-2.0
1114.0,1704149655.891,mixtral-8x7b-instruct-v0.1
1108.9434925173962,1704149655.891,claude-2.1
1106.7236803341366,1704149655.891,gpt-3.5-turbo-0613
1104.65385296773,1704149655.891,gemini-pro
1100.115349809948,1704149655.891,yi-34b-chat
1099.5718511706589,1704149655.891,claude-instant-1
1097.0777280623463,1704149655.891,tulu-2-dpo-70b
1095.0968830386503,1704149655.891,gpt-3.5-turbo-0314
1095.0697104460023,1704149655.891,wizardlm-70b
1084.7320560996286,1704149655.891,vicuna-33b
1079.4769932030101,1704149655.891,starling-lm-7b-alpha
1068.8070602937805,1704149655.891,llama-2-70b-chat
1068.5049296838035,1704149655.891,openchat-3.5
1066.9172816734358,1704149655.891,openhermes-2.5-mistral-7b
1239.1037374086638,1703544855.891,gpt-4-1106-preview
1184.5110621818678,1703544855.891,gpt-4-0314
1151.1023053899946,1703544855.891,gpt-4-0613
1139.912261914546,1703544855.891,claude-1
1122.0309361658567,1703544855.891,claude-2.0
1114.0,1703544855.891,mixtral-8x7b-instruct-v0.1
1108.2705004586292,1703544855.891,claude-2.1
1107.819423020264,1703544855.891,gpt-3.5-turbo-0613
1106.0300459865136,1703544855.891,gemini-pro
1101.384784717344,1703544855.891,yi-34b-chat
1101.0911805080225,1703544855.891,claude-instant-1
1100.6689978730808,1703544855.891,tulu-2-dpo-70b
1096.5329947995983,1703544855.891,gpt-3.5-turbo-0314
1094.4451573504848,1703544855.891,wizardlm-70b
1085.7637990727117,1703544855.891,vicuna-33b
1080.3305358665075,1703544855.891,starling-lm-7b-alpha
1068.9249788946122,1703544855.891,llama-2-70b-chat
1068.5657813464704,1703544855.891,openhermes-2.5-mistral-7b
1068.360205839575,1703544855.891,openchat-3.5
1066.4818014097846,1703544855.891,pplx-70b-online
1230.310129839469,1702940055.891,gpt-4-1106-preview
1182.8216797466946,1702940055.891,gpt-4-0314
1148.3686796878328,1702940055.891,gpt-4-0613
1138.5257405861746,1702940055.891,claude-1
1120.4539164628836,1702940055.891,claude-2.0
1114.0,1702940055.891,mixtral-8x7b-instruct-v0.1
1108.2282134758864,1702940055.891,claude-2.1
1106.9164323201417,1702940055.891,gpt-3.5-turbo-0613
1101.474242629899,1702940055.891,gemini-pro
1099.8861052833377,1702940055.891,claude-instant-1
1099.760975258092,1702940055.891,yi-34b-chat
1098.6089581853298,1702940055.891,tulu-2-dpo-70b
1095.3471833207127,1702940055.891,gpt-3.5-turbo-0314
1093.6600422329032,1702940055.891,wizardlm-70b
1085.1981622809687,1702940055.891,vicuna-33b
1076.9519836123463,1702940055.891,starling-lm-7b-alpha
1067.8331149427518,1702940055.891,openchat-3.5
1067.4830098119614,1702940055.891,llama-2-70b-chat
1065.3936868749302,1702940055.891,pplx-70b-online
1065.0356414876678,1702940055.891,openhermes-2.5-mistral-7b
1261.0433799367433,1702335255.891,gpt-4-1106-preview
1232.9990226852367,1702335255.891,gpt-4-0314
1193.79514542491,1702335255.891,gpt-4-0613
1188.9258273703906,1702335255.891,claude-1
1166.4631991309227,1702335255.891,claude-2.0
1157.8836507437102,1702335255.891,claude-2.1
1152.731667785532,1702335255.891,gpt-3.5-turbo-0613
1146.614639364749,1702335255.891,claude-instant-1
1146.1991461562159,1702335255.891,tulu-2-dpo-70b
1143.5750195162655,1702335255.891,yi-34b-chat
1143.0394235079152,1702335255.891,gpt-3.5-turbo-0314
1139.017193352086,1702335255.891,wizardlm-70b
1133.62963328434,1702335255.891,vicuna-33b
1125.8772495659737,1702335255.891,starling-lm-7b-alpha
1118.5288555699924,1702335255.891,pplx-70b-online
1115.9492189905725,1702335255.891,openchat-3.5
1115.6816348044445,1702335255.891,openhermes-2.5-mistral-7b
1114.0,1702335255.891,mixtral-8x7b-instruct-v0.1
1113.6225704176104,1702335255.891,dolphin-2.2.1-mistral-7b
1112.235958780958,1702335255.891,gpt-3.5-turbo-1106
1188.7529340917777,1701730455.891,gpt-4-1106-preview
1179.1746843567341,1701730455.891,gpt-4-0314
1126.3348624927444,1701730455.891,gpt-4-0613
1125.3406445604917,1701730455.891,claude-1
1100.415480596607,1701730455.891,claude-2.0
1090.2495998475972,1701730455.891,claude-2.1
1085.1251117579488,1701730455.891,gpt-3.5-turbo-0613
1082.4612053817648,1701730455.891,claude-instant-1
1079.6510839859193,1701730455.891,gpt-3.5-turbo-0314
1075.4825940690473,1701730455.891,tulu-2-dpo-70b
1073.5283417159521,1701730455.891,yi-34b-chat
1071.3397378362517,1701730455.891,wizardlm-70b
1069.4851948102373,1701730455.891,pplx-70b-online
1067.469738725858,1701730455.891,vicuna-33b
1055.0849108280781,1701730455.891,starling-lm-7b-alpha
1050.72850035061,1701730455.891,openchat-3.5
1050.5655843970394,1701730455.891,openhermes-2.5-mistral-7b
1044.9024154403073,1701730455.891,gpt-3.5-turbo-1106
1044.0830699620744,1701730455.891,llama-2-70b-chat
1027.4426199673724,1701730455.891,wizardlm-13b
1187.0775761517318,1701125655.891,gpt-4-1106-preview
1182.5306281029507,1701125655.891,gpt-4-0314
1129.7834657436244,1701125655.891,claude-1
1126.5104790857288,1701125655.891,gpt-4-0613
1102.2222768348133,1701125655.891,claude-2.0
1086.936686456424,1701125655.891,claude-instant-1
1086.902878049857,1701125655.891,gpt-3.5-turbo-0613
1083.4015650577198,1701125655.891,yi-34b-chat
1082.953651950544,1701125655.891,gpt-3.5-turbo-0314
1082.0065591610717,1701125655.891,claude-2.1
1074.0370567924713,1701125655.891,tulu-2-dpo-70b
1072.0519690957597,1701125655.891,vicuna-33b
1068.9601034234468,1701125655.891,starling-lm-7b-alpha
1068.3346310972229,1701125655.891,wizardlm-70b
1052.1578578654755,1701125655.891,openchat-3.5
1046.7774847816163,1701125655.891,llama-2-70b-chat
1044.1161230852472,1701125655.891,gpt-3.5-turbo-1106
1029.7462851761625,1701125655.891,wizardlm-13b
1021.1079293167489,1701125655.891,zephyr-7b-beta
1016.142160059284,1701125655.891,vicuna-13b
1191.6138408928662,1700520855.891,gpt-4-1106-preview
1190.1315614625917,1700520855.891,gpt-4-0314
1139.123161844472,1700520855.891,claude-1
1133.0412671411073,1700520855.891,gpt-4-0613
1110.3151400720192,1700520855.891,claude-2.0
1095.666519951029,1700520855.891,gpt-3.5-turbo-0613
1093.658105303724,1700520855.891,claude-instant-1
1090.5204788764272,1700520855.891,gpt-3.5-turbo-0314
1081.7562314337345,1700520855.891,vicuna-33b
1072.7594993343178,1700520855.891,wizardlm-70b
1060.7742997235907,1700520855.891,openchat-3.5
1054.313880268102,1700520855.891,llama-2-70b-chat
1054.0635956346453,1700520855.891,gpt-3.5-turbo-1106
1037.3727406821022,1700520855.891,wizardlm-13b
1030.673712965778,1700520855.891,zephyr-7b-beta
1023.0631695083183,1700520855.891,vicuna-13b
1022.7591394426606,1700520855.891,qwen-14b-chat
1022.4471568190224,1700520855.891,mpt-30b-chat
1017.541256011624,1700520855.891,zephyr-7b-alpha
1015.3531993601254,1700520855.891,falcon-180b-chat
1191.2608039981965,1699916055.891,gpt-4-0314
1187.4798417555453,1699916055.891,gpt-4-1106-preview
1142.3687898994053,1699916055.891,claude-1
1132.6527937850128,1699916055.891,gpt-4-0613
1111.0611770105643,1699916055.891,claude-2.0
1094.9748356624136,1699916055.891,gpt-3.5-turbo-0613
1094.7843284412033,1699916055.891,claude-instant-1
1091.5930494039612,1699916055.891,gpt-3.5-turbo-0314
1081.9388641179355,1699916055.891,vicuna-33b
1072.9911975919783,1699916055.891,wizardlm-70b
1062.523488676186,1699916055.891,openchat-3.5
1055.699069350832,1699916055.891,gpt-3.5-turbo-1106
1054.4497256912146,1699916055.891,llama-2-70b-chat
1037.6589262273874,1699916055.891,wizardlm-13b
1030.420551868963,1699916055.891,zephyr-7b-beta
1023.536966794297,1699916055.891,vicuna-13b
1023.0233781053907,1699916055.891,mpt-30b-chat
1020.4209042479177,1699916055.891,qwen-14b-chat
1017.4674982764715,1699916055.891,zephyr-7b-alpha
1015.3683232610251,1699916055.891,falcon-180b-chat
1196.5318425997211,1699311255.891,gpt-4-0314
1147.8077159484344,1699311255.891,claude-1
1140.1885717383839,1699311255.891,gpt-4-0613
1117.4246374181037,1699311255.891,claude-2.0
1101.9459987247312,1699311255.891,gpt-3.5-turbo-0613
1100.642479504191,1699311255.891,claude-instant-1
1096.8607413274776,1699311255.891,gpt-3.5-turbo-0314
1085.907822647159,1699311255.891,vicuna-33b
1078.810010296835,1699311255.891,wizardlm-70b
1061.4826352166347,1699311255.891,llama-2-70b-chat
1044.3660159710112,1699311255.891,openchat-3.5
